iter	RMSE
190	0.03744917207
191	0.0374049604
192	0.03735714301
193	0.03730993282
194	0.03726546183
195	0.03721558817
196	0.03715614224
197	0.03711782477
198	0.03708255103
199	0.03703127478
200	0.0369795393
201	0.03691412906
202	0.03686446137
203	0.03677616237
204	0.03673049866
205	0.03663092432
206	0.03656633577
207	0.03652526467
208	0.0364904427
209	0.03644664668
210	0.03641349355
211	0.03634613983
212	0.03631354807
213	0.03624898331
214	0.03619979946
215	0.03614951817
216	0.0361073735
217	0.03606402188
218	0.03600677987
219	0.03593076635
220	0.03587268224
221	0.03583061273
222	0.03579518216
223	0.03574952793
224	0.0357080705
225	0.03564232634
226	0.03561487883
227	0.03558875025
228	0.03553986869
229	0.03547283433
230	0.03543679754
231	0.03540152311
232	0.03535926678
233	0.03531337228
234	0.03523751887
235	0.0351846744
236	0.03515265195
237	0.03509280424
238	0.03505803907
239	0.03503580865
240	0.03499753709
241	0.03497376279
242	0.03491760342
243	0.03488548413
244	0.03484939267
245	0.03480985923
246	0.03476138981
247	0.03466275968
248	0.0346011359
249	0.03455992842
250	0.0345291936
251	0.03448104428
252	0.03441981194
253	0.03437756094
254	0.03431221594
255	0.034273096
256	0.03424706704
257	0.03421393015
258	0.03417841869
259	0.03414913018
260	0.03411844099
261	0.03405702633
262	0.03401258399
263	0.03397781626
264	0.03392466572
265	0.03388321102
266	0.0338468518
267	0.03379755316
268	0.03376587784
269	0.03373628131
270	0.03369980686
271	0.03365689629
272	0.03361395403
273	0.03359169755
274	0.03356503433
275	0.03352858356
276	0.03347932855
277	0.03344224681
278	0.03341439399
279	0.03339099063
280	0.03333717199
281	0.0333037207
282	0.03325997191
283	0.0332314381
284	0.03320592951
285	0.03316067765
286	0.03312099356
287	0.03309200414
288	0.03305018188
289	0.03300195835
290	0.03296595344
291	0.03293239943
292	0.0328809323
293	0.03284640306
294	0.0328172469
295	0.03278822479
296	0.03274248766
297	0.03270262695
298	0.03266703402
299	0.03264485469
300	0.03263269644
301	0.03260240695
302	0.03257639241
303	0.03254156755
304	0.03251956726
305	0.03248729388
306	0.03245074789
307	0.03243052224
308	0.03239612372
309	0.03236299278
310	0.03233345127
311	0.03229698002
312	0.03228429405
313	0.03225266927
314	0.03223055672
315	0.03220095238
316	0.03215466622
317	0.03212254681
318	0.0321033378
319	0.03206350495
320	0.03204812755
321	0.03200837989
322	0.03197346897
323	0.0319466218
324	0.0319093671
325	0.0318819051
326	0.03184364715
327	0.03182309729
328	0.03177615264
329	0.03174762523
330	0.03171881673
331	0.03166270257
332	0.03163946006
333	0.03161887683
334	0.0315841266
335	0.031557214
336	0.03153028734
337	0.03149919097
338	0.03146859365
339	0.03142565634
340	0.03140570846
341	0.03136217087
342	0.03133172701
343	0.03127667509
344	0.03125328889
345	0.031212429
346	0.03117644667
347	0.03114930786
348	0.03112929255
349	0.03109439945
350	0.03107746706
351	0.03105377558
352	0.03101629598
353	0.03098153768
354	0.03094997289
355	0.03091800379
356	0.03089652014
357	0.03086673362
358	0.03084139867
359	0.03080393051
360	0.03077648935
361	0.03075729215
362	0.03073732122
363	0.03070327016
364	0.03068749083
365	0.03064260988
366	0.03060507769
367	0.03058906285
368	0.03055455449
369	0.0305233613
370	0.03049085801
371	0.03045853365
372	0.03043732293
373	0.03041340699
374	0.03038666995
375	0.03037161213
376	0.03034240269
377	0.03031544448
378	0.03027667743
379	0.03025173449
380	0.03023417062
381	0.030204818
382	0.030178508
383	0.03016204567
384	0.03014000249
385	0.03011959753
386	0.03009798459
387	0.0300793425
388	0.03004817527
389	0.03003233933
390	0.0300083489
391	0.02996930509
392	0.02994149015
393	0.0299169805
394	0.02989781084
395	0.02987540382
396	0.02986220929
397	0.02984209619
398	0.02982500956
399	0.02979069107
400	0.02975625239
401	0.02972560471
402	0.02970586397
403	0.02968661615
404	0.02965755757
405	0.02962036791
406	0.02959064322
407	0.02957044398
408	0.0295532502
409	0.0295276054
410	0.02949419216
411	0.02946795492
412	0.02944404215
413	0.02940728116
414	0.0293853498
415	0.02936228502
416	0.02934494218
417	0.02932241925
418	0.02930062076
419	0.02928579756
420	0.02927030036
421	0.02924479187
422	0.02921818046
423	0.02920109792
424	0.02918591145
425	0.02916441603
426	0.02913943604
427	0.02912578001
428	0.02910887735
429	0.02908275036
430	0.02907014946
431	0.02904034426
432	0.02901767595
433	0.0290026162
434	0.02899126255
435	0.02896781615
436	0.02893988299
437	0.02892831273
438	0.02890842334
439	0.02888120304
440	0.02886899107
441	0.0288558945
442	0.02883082305
443	0.02881110575
444	0.02877964692
445	0.02876156758
446	0.02874340809
447	0.0287135032
448	0.02868399509
449	0.02865991836
450	0.0286459169
451	0.02862067707
452	0.0285895363
453	0.02853831421
454	0.02851272251
455	0.02850075651
456	0.02847782387
457	0.02845638406
458	0.02844674667
459	0.02842822947
460	0.02840701548
461	0.02837558202
462	0.02834283768
463	0.02831761598
464	0.02828250861
465	0.02826203706
466	0.02824208303
467	0.0282273587
468	0.02820081445
469	0.02818170895
470	0.02815094184
471	0.02813393025
472	0.02811210673
473	0.02809576205
474	0.02807842686
475	0.02806434147
476	0.02804465408
477	0.02803067357
478	0.02801570942
479	0.02800006687
480	0.02798062354
481	0.02796367486
482	0.02794796459
483	0.02793433199
484	0.02791510266
485	0.02790202889
486	0.02788583539
487	0.02784347749
488	0.02783107838
489	0.02781969818
490	0.02779097598
491	0.02778631986
492	0.02775536411
493	0.02773535886
494	0.02771853208
495	0.027701297
496	0.0276818044
497	0.0276591256
498	0.02764182931
499	0.02762571535
500	0.02761531482
501	0.02759982319
502	0.0275726681
503	0.02755480626
504	0.02752635898
505	0.02749552356
506	0.02746635887
507	0.02744352422
508	0.02743050851
509	0.02740408893
510	0.02737742176
511	0.02736617764
512	0.02734803935
513	0.02732664243
514	0.02731117825
515	0.02729670335
516	0.02728530081
517	0.02726313166
518	0.02724806723
519	0.02722834904
520	0.02720766639
521	0.02719206229
522	0.02717492122
523	0.0271606248
524	0.02713793754
525	0.02712710995
526	0.02711514593
527	0.02710128962
528	0.02709122143
529	0.02706505604
530	0.02705781547
531	0.02704350476
532	0.02702754399
533	0.02700832172
534	0.02699046251
535	0.02697453939
536	0.0269559258
537	0.02693421382
538	0.02691073793
539	0.02688641529
540	0.02686691933
541	0.02684673117
542	0.02683029124
543	0.02681871123
544	0.02680519754
545	0.0267883179
546	0.02676830105
547	0.02675226245
548	0.0267281178
549	0.02670572062
550	0.02667237065
551	0.02664285609
552	0.02663100563
553	0.02662051367
554	0.02659360487
555	0.02657462333
556	0.02656001088
557	0.0265415837
558	0.02653224489
559	0.02652168472
560	0.02650816071
561	0.02648220657
562	0.026448735
563	0.02643341925
564	0.02641240113
565	0.02639370455
566	0.0263780675
567	0.02636546982
568	0.0263439895
569	0.02630838455
570	0.02629999211
571	0.02628244999
572	0.02625754188
573	0.02624803862
574	0.02622620155
575	0.02619511381
576	0.0261706947
577	0.026164332
578	0.02614800188
579	0.02612625938
580	0.02609669003
581	0.02608597926
582	0.02607526734
583	0.02605405838
584	0.02604479273
585	0.02602923697
586	0.02601072456
587	0.0260003699
588	0.02598318457
589	0.02597319936
590	0.02595472462
591	0.02593473109
592	0.02590449664
593	0.02588458986
594	0.02587335084
595	0.02586055776
596	0.02583785496
597	0.02582375472
598	0.02580032527
599	0.0257806931
600	0.02577120974
601	0.02575837106
602	0.02574045127
603	0.02573013565
604	0.02571891645
605	0.02571040334
606	0.0256930483
607	0.02568482866
608	0.02567273994
609	0.02566133153
610	0.0256358738
611	0.02562001783
612	0.02561021601
613	0.02560243673
614	0.02558453672
615	0.02557027921
616	0.02555941126
617	0.02554306476
618	0.02553657249
619	0.02552034354
620	0.02548869691
621	0.0254783033
622	0.02546874942
623	0.02545982295
624	0.02544147172
625	0.02542877016
626	0.02541199537
627	0.02538719078
628	0.02537390887
629	0.02535877791
630	0.02534842502
631	0.02531902314
632	0.02529953401
633	0.02527900143
634	0.02526765357
635	0.0252621691
636	0.02524947673
637	0.02523403664
638	0.02522543502
639	0.02521627605
640	0.02520983148
641	0.02519805679
642	0.02518004268
643	0.02517096842
644	0.02515003596
645	0.02513700093
646	0.0251230835
647	0.02511082896
648	0.02509156806
649	0.02507774445
650	0.02506750282
651	0.02505285325
652	0.02504169073
653	0.02502534542
654	0.0250138004
655	0.02499822107
656	0.02498748654
657	0.02496823775
658	0.02495324377
659	0.0249435051
660	0.02493063983
661	0.02491345426
662	0.02489279611
663	0.02487614257
664	0.0248659821
665	0.02484458541
666	0.02483351977
667	0.02481887237
668	0.02481302555
669	0.02479814205
670	0.02478567655
671	0.02477012679
672	0.0247646273
673	0.02475285785
674	0.0247418242
675	0.02472877428
676	0.0247183857
677	0.02470329133
678	0.02469695559
679	0.02468575243
680	0.02468005014
681	0.02466817405
682	0.02466068399
683	0.02464955585
684	0.02463901006
685	0.02462930309
686	0.02462144708
687	0.02460383655
688	0.02459356188
689	0.02458033252
690	0.02454982995
691	0.02453048059
692	0.02451932422
693	0.02450996027
694	0.02449901343
695	0.02448310278
696	0.02446306817
697	0.02444986424
698	0.02444126711
699	0.02442702339
700	0.0244207437
701	0.02440533256
702	0.0243939329
703	0.02438168441
704	0.02437100109
705	0.02435927052
706	0.02433707531
707	0.02431963819
708	0.02430126765
709	0.02428938833
710	0.02427456699
711	0.02426448521
712	0.02425222721
713	0.02422286093
714	0.02421076466
715	0.02419721053
716	0.024190311
717	0.02417645241
718	0.0241687478
719	0.02415929439
720	0.02414261709
721	0.02412693632
722	0.02411294503
723	0.02409774887
724	0.02409117359
725	0.02407743848
726	0.02406846809
727	0.0240569963
728	0.02404118585
729	0.02403378816
730	0.02402153267
731	0.02401609332
732	0.0240075215
733	0.02399211888
734	0.02397778891
735	0.02395868859
736	0.02393636167
737	0.02392664287
738	0.02391600458
739	0.02390315198
740	0.02388112954
741	0.02386728341
742	0.02385540769
743	0.02384718041
744	0.02383715509
745	0.0238270987
746	0.02381237694
747	0.02380623015
748	0.02379649422
749	0.02377707386
750	0.02376757529
751	0.023751385
752	0.02373610568
753	0.02372706806
754	0.02370640128
755	0.02369974314
756	0.02369330632
757	0.02368558527
758	0.02367748159
759	0.02366108691
760	0.02364484333
761	0.02363444026
762	0.02362241681
763	0.023611172
764	0.0235948373
765	0.02358169645
766	0.02357000711
767	0.02355897244
768	0.0235459022
769	0.02353539444
770	0.02352441704
771	0.02351382305
772	0.02349889218
773	0.02349030509
774	0.02348094682
775	0.02347203564
776	0.02345733949
777	0.02344491734
778	0.02343356713
779	0.02342603226
780	0.02340817349
781	0.02338837247
782	0.02337267566
783	0.0233549152
784	0.02333631347
785	0.02332210035
786	0.02330861104
787	0.02330219957
788	0.02329569465
789	0.02328301116
790	0.02326669731
791	0.02325432944
792	0.02323495403
793	0.02321970046
794	0.02320901851
795	0.023196173
796	0.0231812773
797	0.02316877979
798	0.02315985044
799	0.02315201705
800	0.0231427525
801	0.02312818295
802	0.0231139981
803	0.02310294245
804	0.02308915009
805	0.02307671551
